CustomerID,Age,Gender,City,Experience,Salary,Purchased,SignupDate,Country
72,33.0,Male,Delhi,9.0,,Yes,2022-03-13,USA
73,38.0,Female,New York,3.0,42736.43681045811,No,2022-03-14,USA
74,52.0,Female,Tokyo,21.0,106990.16636572192,Yes,2022-03-15,USA
75,52.0,Female,New York,17.0,94117.4173536357,No,2022-03-16,USA
76,55.0,Female,,11.0,66590.47307769871,No,2022-03-17,USA
77,59.0,Male,Delhi,1.0,30843.090226782308,Yes,2022-03-18,USA
78,49.0,Male,Berlin,9.0,66940.44546499269,Yes,2022-03-19,USA
79,49.0,Male,Berlin,3.0,32351.696260111443,No,2022-03-20,USA
80,36.0,Female,New York,13.0,81780.12912217069,No,2022-03-21,USA
81,30.0,Male,London,15.0,81290.70303169476,Yes,2022-03-22,USA
82,50.0,Female,Tokyo,14.0,78981.74868403882,No,2022-03-23,USA
83,45.0,Male,London,7.0,51770.629595519385,No,2022-03-24,USA
84,59.0,Female,London,13.0,75307.21805785675,No,2022-03-25,USA
85,40.0,Female,New York,22.0,112084.55290392366,Yes,2022-03-26,USA
86,25.0,Male,New York,24.0,117083.45240585617,No,2022-03-27,USA
87,21.0,Female,New York,7.0,,Yes,2022-03-28,USA
88,50.0,Female,New York,20.0,100355.49202452698,No,2022-03-29,USA
89,23.0,Male,Berlin,15.0,76717.56011011166,No,2022-03-30,USA
90,34.0,Female,New York,12.0,68623.45234592904,Yes,2022-03-31,USA
91,,Female,Berlin,17.0,88127.19505347533,No,2022-04-01,USA
92,24.0,Female,Berlin,14.0,80830.70581771535,Yes,2022-04-02,USA
93,38.0,Male,New York,20.0,100278.61065807551,No,2022-04-03,USA
94,57.0,Male,Delhi,23.0,114434.01722543385,No,2022-04-04,USA
95,45.0,Female,Tokyo,24.0,115894.50955091025,No,2022-04-05,USA
96,21.0,Male,London,12.0,72217.40231175428,Yes,2022-04-06,USA
97,,Female,Berlin,8.0,67103.04519026881,No,2022-04-07,USA
98,29.0,Female,,14.0,80624.90674019972,Yes,2022-04-08,USA
99,35.0,Female,Delhi,12.0,70272.2311935665,Yes,2022-04-09,USA
100,44.0,Female,London,0.0,37439.86802594772,No,2022-04-10,USA
101,24.0,Female,London,24.0,,Yes,2022-04-11,USA
102,32.0,Male,Berlin,6.0,58264.35116097526,Yes,2022-04-12,USA
103,,Female,New York,8.0,57556.272257481956,No,2022-04-13,USA
104,57.0,Male,Delhi,23.0,114405.2365059244,Yes,2022-04-14,USA
105,26.0,Male,,0.0,24188.60216371056,Yes,2022-04-15,USA
106,59.0,Female,Delhi,11.0,71636.02564365667,No,2022-04-16,USA
107,44.0,Female,New York,7.0,53869.10416698358,Yes,2022-04-17,USA
108,31.0,Male,New York,23.0,105079.76817792827,No,2022-04-18,USA
109,33.0,Male,Berlin,10.0,69130.4016160719,No,2022-04-19,USA
110,,Male,New York,18.0,85759.47470001594,No,2022-04-20,USA
111,45.0,Female,Tokyo,16.0,78349.17393174312,No,2022-04-21,USA
112,27.0,Male,London,7.0,55949.90583522121,Yes,2022-04-22,USA
113,24.0,Female,Berlin,2.0,39285.39004130715,Yes,2022-04-23,USA
114,28.0,Female,Delhi,2.0,40882.09528005284,No,2022-04-24,USA
115,40.0,Female,Tokyo,0.0,,No,2022-04-25,USA
116,49.0,Male,Berlin,4.0,49906.634501718516,No,2022-04-26,USA
117,30.0,Female,New York,9.0,64300.97181344968,Yes,2022-04-27,USA
118,54.0,Female,New York,6.0,50470.80222423015,Yes,2022-04-28,USA
119,46.0,Female,New York,8.0,,Yes,2022-04-29,USA
120,23.0,Female,New York,6.0,49871.11524405116,No,2022-04-30,USA
121,26.0,Female,Delhi,8.0,59181.91009769274,No,2022-05-01,USA
122,25.0,Male,Tokyo,7.0,50110.61652573336,No,2022-05-02,USA
123,25.0,Female,London,11.0,69863.68879423582,No,2022-05-03,USA
124,43.0,Female,Delhi,1.0,33154.345972673545,Yes,2022-05-04,USA
125,29.0,Male,Delhi,0.0,31102.54063154963,No,2022-05-05,USA
126,55.0,Female,London,15.0,83614.89213988265,No,2022-05-06,USA
127,40.0,Male,London,22.0,97190.94159473707,No,2022-05-07,USA
128,55.0,Female,New York,22.0,103394.82472534133,No,2022-05-08,USA
129,,Male,Delhi,23.0,110065.48534364458,No,2022-05-09,USA
130,37.0,Male,Berlin,4.0,,No,2022-05-10,USA
131,44.0,Female,London,2.0,38037.55723599878,Yes,2022-05-11,USA
132,23.0,Female,London,11.0,69709.39316132657,Yes,2022-05-12,USA
133,52.0,Female,Tokyo,7.0,60564.933291735586,No,2022-05-13,USA
134,55.0,Male,Berlin,21.0,104749.83392439179,Yes,2022-05-14,USA
135,58.0,Male,Berlin,2.0,35747.90516713424,Yes,2022-05-15,USA
136,33.0,Male,London,0.0,,Yes,2022-05-16,USA
137,45.0,Female,New York,2.0,31525.639537832572,No,2022-05-17,USA
138,29.0,Male,Tokyo,4.0,46141.96723990082,Yes,2022-05-18,USA
139,24.0,Male,Berlin,14.0,83241.78725644186,No,2022-05-19,USA
140,34.0,Female,London,13.0,81665.48398767273,No,2022-05-20,USA
141,57.0,Male,Berlin,2.0,33688.42768433715,Yes,2022-05-21,USA
142,54.0,Male,Tokyo,0.0,28784.54225827629,Yes,2022-05-22,USA
143,31.0,Female,Tokyo,4.0,44969.33474433245,Yes,2022-05-23,USA
144,23.0,Male,Delhi,22.0,115189.59568452096,No,2022-05-24,USA
145,48.0,Female,London,13.0,75959.44587285558,Yes,2022-05-25,USA
146,49.0,Female,Tokyo,6.0,57205.051418931886,Yes,2022-05-26,USA
147,29.0,Female,Delhi,8.0,58679.89161162923,Yes,2022-05-27,USA
148,23.0,Female,Delhi,14.0,83612.98074571382,No,2022-05-28,USA
149,45.0,Female,Berlin,14.0,83106.31938620831,No,2022-05-29,USA
150,,Male,Berlin,9.0,62164.35253003261,No,2022-05-30,USA
151,32.0,Male,Delhi,12.0,67918.46701095138,No,2022-05-31,USA
152,29.0,Female,Berlin,18.0,91923.6222482842,Yes,2022-06-01,USA
153,35.0,Female,Tokyo,6.0,56956.180695537914,No,2022-06-02,USA
154,45.0,Male,New York,16.0,599982.8348680119,Yes,2022-06-03,USA
155,25.0,Female,Tokyo,19.0,94765.39869291261,No,2022-06-04,USA
156,31.0,Female,Delhi,3.0,39130.7654455024,No,2022-06-05,USA
157,54.0,Female,,4.0,37076.50758493773,No,2022-06-06,USA
158,44.0,Male,Tokyo,22.0,112777.35516792725,Yes,2022-06-07,USA
159,35.0,Male,Berlin,6.0,54544.254240984614,Yes,2022-06-08,USA
160,58.0,Female,Berlin,12.0,71451.68871583258,Yes,2022-06-09,USA
161,28.0,Female,Delhi,14.0,79800.5376766937,Yes,2022-06-10,USA
162,25.0,Male,London,10.0,56316.53668747836,Yes,2022-06-11,USA
163,46.0,Male,Berlin,3.0,38553.142015829006,Yes,2022-06-12,USA
164,38.0,Female,Tokyo,12.0,77337.78256345654,Yes,2022-06-13,USA
165,26.0,Female,Berlin,6.0,54926.189506920324,No,2022-06-14,USA
166,57.0,Male,Tokyo,18.0,94322.80222825572,No,2022-06-15,USA
167,33.0,Male,Delhi,21.0,103441.12696546025,No,2022-06-16,USA
168,48.0,Male,Berlin,1.0,36685.6217187853,Yes,2022-06-17,USA
169,25.0,Female,,9.0,60374.459573795655,No,2022-06-18,USA
170,33.0,Male,Delhi,12.0,,Yes,2022-06-19,USA
171,37.0,Female,London,24.0,113975.2034413045,No,2022-06-20,USA
172,52.0,Male,Tokyo,20.0,101612.4773083423,Yes,2022-06-21,USA
173,49.0,Male,London,5.0,51990.71073919209,No,2022-06-22,USA
174,23.0,Male,London,11.0,62735.216958016004,No,2022-06-23,USA
175,54.0,Male,New York,11.0,68008.35477379418,No,2022-06-24,USA
176,47.0,Female,Berlin,19.0,96198.7853809795,No,2022-06-25,USA
177,33.0,Female,Tokyo,10.0,60594.992380611555,No,2022-06-26,USA
178,53.0,Male,London,22.0,108950.69309969318,No,2022-06-27,USA
179,26.0,Female,New York,24.0,116989.4721264472,No,2022-06-28,USA
180,44.0,Male,Delhi,6.0,49837.23076787583,No,2022-06-29,USA
181,39.0,Male,Tokyo,0.0,38220.37043448589,No,2022-06-30,USA
182,36.0,Male,London,0.0,28722.559969865368,No,2022-07-01,USA
183,48.0,Male,Berlin,24.0,112213.26611723733,No,2022-07-02,USA
184,53.0,Female,New York,24.0,,No,2022-07-03,USA
185,33.0,Male,London,19.0,93238.00370684605,Yes,2022-07-04,USA
186,45.0,Male,Berlin,12.0,69763.89802706457,Yes,2022-07-05,USA
187,56.0,Female,London,8.0,52263.6445230699,Yes,2022-07-06,USA
188,47.0,Male,Tokyo,2.0,36233.86870434683,Yes,2022-07-07,USA
189,58.0,Male,Tokyo,6.0,51229.89601209719,Yes,2022-07-08,USA
190,27.0,Male,Tokyo,5.0,38368.79003983681,No,2022-07-09,USA
191,25.0,Female,New York,7.0,54092.201950080576,Yes,2022-07-10,USA
192,51.0,Male,Tokyo,8.0,58168.53632696772,No,2022-07-11,USA
193,43.0,Female,Berlin,4.0,46058.35596276216,Yes,2022-07-12,USA
194,30.0,Male,London,0.0,34818.5402903033,Yes,2022-07-13,USA
195,52.0,Male,Delhi,18.0,96405.41705840203,No,2022-07-14,USA
196,50.0,Female,Berlin,9.0,59018.54510985779,No,2022-07-15,USA
197,59.0,Male,Berlin,11.0,65554.35131096942,Yes,2022-07-16,USA
198,51.0,Male,Tokyo,23.0,112818.01760619941,No,2022-07-17,USA
199,38.0,Female,New York,14.0,76810.88065464991,No,2022-07-18,USA
200,56.0,Female,London,21.0,98587.7839235055,Yes,2022-07-19,USA
201,22.0,Female,New York,23.0,119996.56697360238,Yes,2022-07-20,USA
202,,Female,London,8.0,56757.10294153122,No,2022-07-21,USA
203,33.0,Female,London,19.0,93993.90326924583,No,2022-07-22,USA
204,49.0,Male,New York,16.0,77231.47977503209,No,2022-07-23,USA
205,32.0,Female,Berlin,16.0,89405.60836951532,No,2022-07-24,USA
206,59.0,Male,London,19.0,92548.25661681383,Yes,2022-07-25,USA
207,22.0,Male,New York,11.0,68614.4822382713,No,2022-07-26,USA
208,52.0,Male,London,6.0,54874.49262521768,Yes,2022-07-27,USA
209,33.0,Female,Delhi,1.0,29610.92580910371,No,2022-07-28,USA
210,47.0,Female,,2.0,37317.92980727016,No,2022-07-29,USA
211,37.0,Male,Tokyo,16.0,92095.14964077523,No,2022-07-30,USA
212,51.0,Female,,4.0,34173.01177254608,Yes,2022-07-31,USA
213,54.0,Female,Delhi,16.0,82757.97661208312,Yes,2022-08-01,USA
214,44.0,Female,Tokyo,23.0,106881.83246485172,No,2022-08-02,USA
215,55.0,Female,Tokyo,16.0,85252.37950975836,No,2022-08-03,USA
216,26.0,Male,London,16.0,85808.83649050586,No,2022-08-04,USA
217,39.0,Male,New York,1.0,29254.94946821364,Yes,2022-08-05,USA
218,50.0,Female,London,1.0,30882.506615547936,No,2022-08-06,USA
219,27.0,Male,Delhi,21.0,100407.10011818871,Yes,2022-08-07,USA
220,30.0,Female,Tokyo,22.0,105596.84301930852,No,2022-08-08,USA
221,52.0,Female,London,4.0,44872.890930124384,Yes,2022-08-09,USA
222,54.0,Male,New York,0.0,33642.25648948432,No,2022-08-10,USA
223,48.0,Male,London,0.0,34221.32398618566,Yes,2022-08-11,USA
224,35.0,Male,Berlin,18.0,95614.53704534129,No,2022-08-12,USA
225,50.0,Female,New York,1.0,30004.103522059613,No,2022-08-13,USA
226,57.0,Male,Delhi,20.0,99986.81631869059,Yes,2022-08-14,USA
227,49.0,Female,Tokyo,11.0,77997.31761396956,Yes,2022-08-15,USA
228,42.0,Male,London,5.0,51558.130770749194,Yes,2022-08-16,USA
229,24.0,Male,New York,22.0,105237.9817645059,Yes,2022-08-17,USA
230,40.0,Female,Berlin,3.0,46828.15273185512,No,2022-08-18,USA
231,52.0,Female,New York,22.0,105447.72324081034,No,2022-08-19,USA
232,56.0,Female,Berlin,10.0,,No,2022-08-20,USA
233,24.0,Female,Delhi,23.0,116082.92774371426,No,2022-08-21,USA
234,47.0,Female,Tokyo,16.0,80761.40283995241,No,2022-08-22,USA
235,37.0,Female,Delhi,5.0,39844.88967892657,Yes,2022-08-23,USA
236,32.0,Female,,23.0,114265.1383122419,Yes,2022-08-24,USA
237,42.0,Female,New York,4.0,44110.76372646485,No,2022-08-25,USA
238,,Male,Berlin,19.0,97009.46191414862,No,2022-08-26,USA
239,30.0,Female,Berlin,1.0,32054.30864229209,Yes,2022-08-27,USA
240,21.0,Female,New York,5.0,46546.026530463765,Yes,2022-08-28,USA
241,42.0,Male,New York,21.0,101667.5603886745,No,2022-08-29,USA
242,46.0,Female,London,10.0,62496.0282789824,No,2022-08-30,USA
243,,Male,Delhi,15.0,599982.8348680119,Yes,2022-08-31,USA
244,,Male,Berlin,15.0,80846.1950447292,No,2022-09-01,USA
245,49.0,Female,London,0.0,26685.66491592506,No,2022-09-02,USA
246,32.0,Male,Delhi,8.0,55819.323202672625,Yes,2022-09-03,USA
247,56.0,Female,London,5.0,37488.96191335114,Yes,2022-09-04,USA
248,55.0,Male,Berlin,15.0,85238.56880622068,No,2022-09-05,USA
249,32.0,Male,New York,2.0,38561.01307593257,No,2022-09-06,USA
250,27.0,Male,New York,19.0,96160.36467001667,Yes,2022-09-07,USA
251,49.0,Female,Delhi,3.0,41449.29753903898,No,2022-09-08,USA
252,31.0,Female,Tokyo,18.0,94094.30961255451,No,2022-09-09,USA
253,53.0,Male,Delhi,2.0,,No,2022-09-10,USA
254,26.0,Male,Tokyo,18.0,90869.67879111838,No,2022-09-11,USA
255,35.0,Female,London,19.0,98613.2664385215,No,2022-09-12,USA
256,52.0,Female,London,6.0,51830.01394063654,No,2022-09-13,USA
257,31.0,Male,Berlin,19.0,104673.28195872922,No,2022-09-14,USA
258,43.0,Male,Tokyo,8.0,64478.448621749245,No,2022-09-15,USA
259,46.0,Female,Berlin,0.0,33732.0485615534,No,2022-09-16,USA
260,54.0,Female,New York,7.0,51453.060337088726,No,2022-09-17,USA
261,54.0,Female,Tokyo,6.0,48741.771986921696,Yes,2022-09-18,USA
262,49.0,Female,,17.0,85491.81310548507,No,2022-09-19,USA
263,24.0,Female,New York,7.0,,No,2022-09-20,USA
264,37.0,Male,New York,0.0,19036.18062216119,Yes,2022-09-21,USA
265,55.0,Female,Delhi,10.0,63165.52289222801,No,2022-09-22,USA
266,33.0,Male,New York,24.0,112773.13440271273,No,2022-09-23,USA
267,,Female,Tokyo,24.0,107902.83786732004,Yes,2022-09-24,USA
268,35.0,Male,Berlin,17.0,92690.94525831453,Yes,2022-09-25,USA
269,49.0,Female,New York,22.0,102443.43308564047,Yes,2022-09-26,USA
270,49.0,Female,Tokyo,9.0,62570.970662813044,Yes,2022-09-27,USA
271,31.0,Male,London,2.0,48135.109693956205,No,2022-09-28,USA
272,52.0,Male,,6.0,44555.97756017912,Yes,2022-09-29,USA
273,22.0,Female,,15.0,81905.7943799718,No,2022-09-30,USA
274,34.0,Female,Tokyo,15.0,80870.15944945894,No,2022-10-01,USA
275,40.0,Female,Delhi,24.0,111592.12528441446,No,2022-10-02,USA
276,42.0,Female,Berlin,19.0,99541.00437854145,No,2022-10-03,USA
277,31.0,Female,London,16.0,90425.31641931378,Yes,2022-10-04,USA
278,47.0,Male,Delhi,1.0,36586.552597205344,No,2022-10-05,USA
279,23.0,Male,Tokyo,0.0,27106.643670195066,Yes,2022-10-06,USA
280,37.0,Female,Berlin,15.0,92235.39231360967,No,2022-10-07,USA
281,48.0,Male,London,11.0,61419.02724663243,No,2022-10-08,USA
282,49.0,Male,Delhi,4.0,39869.483723862824,Yes,2022-10-09,USA
283,41.0,Male,London,4.0,44678.9171375615,Yes,2022-10-10,USA
284,36.0,Female,Tokyo,22.0,107357.5756765826,No,2022-10-11,USA
285,57.0,Male,London,8.0,59952.176317515,No,2022-10-12,USA
286,40.0,Female,New York,8.0,64320.53638030081,No,2022-10-13,USA
287,26.0,Male,,2.0,36520.5963225376,Yes,2022-10-14,USA
288,39.0,Female,London,18.0,93454.91784085192,No,2022-10-15,USA
289,25.0,Male,Tokyo,15.0,80121.93578910301,Yes,2022-10-16,USA
290,23.0,Female,Tokyo,15.0,84853.31407384257,No,2022-10-17,USA
291,,Female,London,2.0,35726.085957398645,No,2022-10-18,USA
292,58.0,Male,Tokyo,19.0,95223.77191573463,No,2022-10-19,USA
293,35.0,Female,Berlin,23.0,,No,2022-10-20,USA
294,54.0,Female,Berlin,21.0,107639.6837083224,Yes,2022-10-21,USA
295,55.0,Female,Berlin,23.0,101667.57379330449,No,2022-10-22,USA
296,45.0,Female,New York,0.0,31443.113698693713,No,2022-10-23,USA
297,44.0,Female,London,23.0,109419.18672528985,Yes,2022-10-24,USA
298,32.0,Female,New York,19.0,100290.46775064564,No,2022-10-25,USA
299,38.0,Female,Tokyo,10.0,63999.50959570195,Yes,2022-10-26,USA
300,35.0,Female,New York,16.0,91204.2097326492,No,2022-10-27,USA
301,36.0,Male,Tokyo,7.0,51794.347918063846,No,2022-10-28,USA
302,47.0,Male,Tokyo,3.0,31578.680369496444,No,2022-10-29,USA
303,28.0,Female,Delhi,5.0,51706.37216268667,Yes,2022-10-30,USA
304,45.0,Female,Berlin,7.0,51125.82015101812,No,2022-10-31,USA
305,37.0,Male,Tokyo,19.0,90178.99225302589,No,2022-11-01,USA
306,49.0,Male,Delhi,2.0,37064.21367457572,No,2022-11-02,USA
307,28.0,Male,Berlin,15.0,81543.28533587932,No,2022-11-03,USA
308,35.0,Female,Tokyo,24.0,117292.41990298002,Yes,2022-11-04,USA
309,47.0,Male,Tokyo,2.0,40569.64327926085,No,2022-11-05,USA
310,27.0,Female,New York,24.0,114382.48178355757,No,2022-11-06,USA
311,23.0,Female,New York,17.0,,No,2022-11-07,USA
312,49.0,Male,Berlin,13.0,76647.7650448972,No,2022-11-08,USA
313,44.0,Female,Tokyo,17.0,90160.77752048231,No,2022-11-09,USA
314,,Female,London,1.0,35775.74669787857,No,2022-11-10,USA
315,40.0,Female,New York,21.0,100000.77314502119,No,2022-11-11,USA
316,35.0,Female,Berlin,2.0,35398.50850732979,Yes,2022-11-12,USA
317,45.0,Male,Tokyo,15.0,84537.51246534442,Yes,2022-11-13,USA
318,50.0,Male,Tokyo,8.0,62989.3082209269,Yes,2022-11-14,USA
319,34.0,Female,London,3.0,44363.68803183836,Yes,2022-11-15,USA
320,27.0,Female,Berlin,0.0,30328.219484611192,No,2022-11-16,USA
321,37.0,Male,Tokyo,3.0,38550.41990431541,No,2022-11-17,USA
322,40.0,Female,New York,0.0,31615.282234717222,No,2022-11-18,USA
323,56.0,Male,London,13.0,71134.43825082612,No,2022-11-19,USA
324,29.0,Female,Berlin,20.0,96731.99424295643,No,2022-11-20,USA
325,58.0,Female,London,15.0,88539.08524983849,No,2022-11-21,USA
326,42.0,Male,New York,19.0,98108.13792018768,No,2022-11-22,USA
327,22.0,Male,Berlin,23.0,109109.89306490817,No,2022-11-23,USA
328,44.0,Male,London,7.0,57816.554738341074,No,2022-11-24,USA
329,28.0,Male,,6.0,56147.89985539838,Yes,2022-11-25,USA
330,31.0,Female,New York,2.0,35221.44976701744,Yes,2022-11-26,USA
331,33.0,Male,New York,16.0,84290.3682302021,No,2022-11-27,USA
332,37.0,Female,New York,0.0,27789.41690661198,No,2022-11-28,USA
333,28.0,Male,Delhi,15.0,86355.40127486145,Yes,2022-11-29,USA
334,41.0,Male,Delhi,11.0,72394.2297900805,No,2022-11-30,USA
335,38.0,Female,Tokyo,18.0,98543.61328516439,No,2022-12-01,USA
336,50.0,Male,London,21.0,107534.41179939534,Yes,2022-12-02,USA
337,38.0,Male,Tokyo,22.0,100471.12768228592,Yes,2022-12-03,USA
338,51.0,Male,London,21.0,104623.8572836728,No,2022-12-04,USA
339,58.0,Male,Delhi,13.0,71266.45838861179,No,2022-12-05,USA
340,52.0,Female,Delhi,5.0,45448.34250011434,Yes,2022-12-06,USA
341,31.0,Female,Tokyo,5.0,48182.376814323456,No,2022-12-07,USA
342,45.0,Male,Berlin,12.0,75342.26159339961,No,2022-12-08,USA
343,53.0,Male,Tokyo,18.0,89436.6266301957,No,2022-12-09,USA
344,58.0,Male,London,21.0,94201.1213541904,Yes,2022-12-10,USA
345,,Female,Tokyo,7.0,55222.12336722173,Yes,2022-12-11,USA
346,31.0,Female,New York,1.0,44074.2863335942,No,2022-12-12,USA
347,42.0,Female,London,20.0,99188.6151213194,No,2022-12-13,USA
348,44.0,Female,London,0.0,30187.661739801035,No,2022-12-14,USA
349,37.0,Male,Berlin,14.0,86128.65447414432,Yes,2022-12-15,USA
350,32.0,Male,Delhi,0.0,32361.098476247153,No,2022-12-16,USA
351,52.0,Male,London,4.0,44867.444147931754,Yes,2022-12-17,USA
352,35.0,Female,Delhi,15.0,84268.46666125389,Yes,2022-12-18,USA
353,36.0,Male,Tokyo,18.0,94000.9757302946,Yes,2022-12-19,USA
354,42.0,Female,New York,3.0,35940.982287373175,Yes,2022-12-20,USA
355,48.0,Female,Berlin,2.0,31634.219368801212,No,2022-12-21,USA
356,40.0,Male,Delhi,16.0,93547.31244849694,No,2022-12-22,USA
357,53.0,Male,London,16.0,86735.53340762063,Yes,2022-12-23,USA
358,30.0,Male,Delhi,11.0,68900.3817703188,No,2022-12-24,USA
359,52.0,Female,London,13.0,75139.08934377517,Yes,2022-12-25,USA
360,53.0,Female,Delhi,20.0,103124.2930704658,No,2022-12-26,USA
361,22.0,Male,London,5.0,57654.764406949944,No,2022-12-27,USA
362,53.0,Male,,2.0,39095.81066843118,Yes,2022-12-28,USA
363,53.0,Female,London,8.0,55647.65269474179,No,2022-12-29,USA
364,33.0,Male,London,4.0,43466.396568433825,Yes,2022-12-30,USA
365,50.0,Female,New York,23.0,114783.98586882102,Yes,2022-12-31,USA
366,53.0,Female,London,16.0,83668.79759434801,Yes,2023-01-01,USA
367,33.0,Male,New York,13.0,78908.98595612108,No,2023-01-02,USA
368,46.0,Male,Berlin,20.0,90717.05050408747,No,2023-01-03,USA
369,42.0,Male,New York,2.0,36080.48171421445,Yes,2023-01-04,USA
370,59.0,Male,Tokyo,0.0,32512.560053922676,No,2023-01-05,USA
371,22.0,Female,New York,19.0,101580.50218630287,No,2023-01-06,USA
372,58.0,Female,Berlin,20.0,96726.10313183043,No,2023-01-07,USA
